object,turn,question,answer,eig,H_prior,H_post,kl,wasserstein,tv,cosine,euclidean,directional,gini_drop,margin_gain,rr_change,ndcg_gain,hybrid,js_divergence,semantic_shift,entropy_constrained_margin,surprisal_adj_belief_shift,fisher_info,normalized_kl,normalized_margin,calibrated_eig,log_odds_gain,entropy_weighted_conf_gain,cross_entropy_reduction,kl_to_truth_reduction,delta_surprisal,sem_info_cosine,sem_info_euclidean,sem_info_dot
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,What are some hobbies or activities you enjoy doing in your free time that you might also like to read about or stay updated on through online articles?,"Football, hiking, camping, and cooking.",0.365234375,1.3125,0.947265625,0.1318359375,0.4267578125,0.1669921875,0.01806640625,0.1639404296875,,0.14111328125,0.0791015625,,,0.298828125,,0.9944863319396973,0.060267856683673474,0.08982181549072266,3.7734375,0.10044642780612247,0.060267856683673474,0.27827380740362817,0.49853515625,0.1614990234375,0.2275390625,0.2275390625,0.2275390625,0.03963935375213623,0.2834525406360626,-0.8729692697525024
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"What kinds of issues or current events do you find yourself thinking about or discussing with others, even if they aren't directly related to your hobbies or leisure activities?",Economic trends and market analysis.,0.115234375,1.3125,1.197265625,0.047882080078125,0.1298828125,0.09521484375,0.01025390625,0.09246826171875,,0.03955078125,-0.041259765625,,,0.143096923828125,,0.9978700280189514,-0.03143601166524944,0.011049509048461914,4.08984375,0.036481584543473645,-0.03143601166524944,0.08779761837868481,0.06060791015625,0.019866943359375,0.03076171875,0.03076171875,0.03076171875,0.0582423210144043,0.3405504524707794,-0.8363504409790039
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"What types of stories, genres, or formats, such as science, history, profiles, or opinion pieces, do you usually find yourself drawn to when browsing online articles or news sites, outside of topics directly related to your hobbies or current events?","None. I only read about finance, football, hiking, and cooking.",0.517578125,1.3125,0.794921875,0.308837890625,0.54541015625,0.211181640625,0.02685546875,0.2083740234375,,0.189697265625,0.106201171875,,,0.52001953125,,0.9913251399993896,0.08091517795493199,0.11584162712097168,3.037109375,0.2353050577310091,0.08091517795493199,0.39434523509070296,0.64990234375,0.208282470703125,0.28466796875,0.28466796875,0.28466796875,0.03650820255279541,0.2713342607021332,-0.8858945965766907
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"What aspects of culture, such as music, art, film, or literature, do you find yourself exploring or appreciating in your daily life or conversations, even if they don't necessarily influence your online reading habits?",None.,0.3203125,1.3125,0.9921875,0.0992431640625,0.39697265625,0.1478271484375,0.01513671875,0.148681640625,,0.12744140625,0.085693359375,,,0.2470703125,,0.9955072402954102,0.0652901780739796,0.08518815040588379,3.373046875,0.07561383870960885,0.0652901780739796,0.24404761718820864,0.47216796875,0.153167724609375,0.216796875,0.216796875,0.216796875,0.038886308670043945,0.2817886173725128,-0.8698464035987854
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"What kinds of technological advancements or innovations, such as those in transportation, energy, or healthcare, do you think have the potential to significantly impact your life or the world at large, and might you be interested in reading about?","None, I'm only interested in football, hiking, camping, and cooking.",0.3271484375,1.3125,0.9853515625,0.1806640625,0.36328125,0.22021484375,0.0712890625,0.2467041015625,,0.103515625,-0.142333984375,,,0.40087890625,,0.9865686893463135,-0.10844493964994333,-0.038138628005981445,1.7490234375,0.1376488084750567,-0.10844493964994333,0.24925595048185945,-0.2108154296875,-0.068572998046875,-0.11474609375,-0.11474609375,-0.11474609375,0.09301102161407471,0.42118996381759644,-0.8176666498184204
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,What are some hobbies or activities you enjoy doing in your free time that you might also like to read about or stay updated on through online articles?,"Running, traveling, and language learning.",0.13671875,1.3125,1.17578125,0.0850830078125,0.2841796875,0.1805419921875,0.06396484375,0.212646484375,,0.037109375,-0.135498046875,,,0.265625,,0.9906219840049744,-0.10323660635629253,0.23310112953186035,5.12890625,0.06482514831561792,-0.10323660635629253,0.10416666587301589,0.791015625,0.2368011474609375,0.5048828125,0.5048828125,0.5048828125,0.07744061946868896,0.3877490758895874,-0.8158034086227417
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"What kinds of issues or current events do you find yourself following or wanting to stay informed about, whether they're related to your hobbies or completely separate from them?","Medical advancements, marathon training trends, travel restrictions, and language learning technologies.",0.310546875,1.3125,1.001953125,0.082275390625,0.39111328125,0.1375732421875,0.01806640625,0.1593017578125,,0.134765625,0.136962890625,,,0.2198486328125,,0.9951103925704956,0.10435267777636055,0.0003154277801513672,2.130859375,0.0626860114271542,0.10435267777636055,0.2366071410544218,0.001953125,0.0003204345703125,0.0009765625,0.0009765625,0.0009765625,0.15563666820526123,0.5393118262290955,-0.7650452852249146
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"What types of stories, profiles, or features, such as those about notable figures, cultural movements, or emerging communities, do you find particularly engaging or inspiring to read about online?","Stories about athletes who overcome challenges to complete marathons, medical advancements, and travel features about unique cultural experiences.",0.1435546875,1.3125,1.1689453125,0.08984375,0.290283203125,0.193603515625,0.07275390625,0.227294921875,,0.0419921875,-0.115234375,,,0.283447265625,,0.9891923666000366,-0.08779761837868481,0.2501342296600342,3.6796875,0.06845238043083901,-0.08779761837868481,0.10937499916666668,0.8447265625,0.2541046142578125,0.533203125,0.533203125,0.533203125,0.07318979501724243,0.3777489960193634,-0.8210845589637756
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"What aspects of history, science, technology, or the arts do you find yourself drawn to when exploring online content, even if they don't directly relate to your hobbies or the current events you follow?","None. I only explore content related to running, travel, languages, or medicine.",0.38427734375,1.3125,0.92822265625,0.20458984375,0.3896484375,0.183837890625,0.03173828125,0.18408203125,,0.12109375,-0.104736328125,,,0.388427734375,,0.9923381805419922,-0.07979910653486395,0.186417818069458,3.0546875,0.15587797500283448,-0.07979910653486395,0.2927827358645125,0.64453125,0.1893768310546875,0.421875,0.421875,0.421875,0.10238665342330933,0.4408552348613739,-0.8128336668014526
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"How do you like to consume information or stories about your interests, for example, do you prefer in-depth analyses, personal anecdotes, opinion pieces, podcasts, videos, or something else, and are there any particular formats or sources that you find more engaging or trustworthy than others?","I prefer videos and podcasts for running and travel, and language learning apps for new languages. For medical topics, I prefer in-depth analyses and peer-reviewed journals.",0.361328125,1.3125,0.951171875,0.11517333984375,0.44189453125,0.15478515625,0.02197265625,0.179443359375,,0.1552734375,0.15576171875,,,0.26995849609375,,0.9938461780548096,0.11867559433390024,-0.0012617111206054688,2.291015625,0.08775111540284865,0.11867559433390024,0.2752976169501134,-0.00439453125,-0.00128173828125,-0.00390625,-0.00390625,-0.00390625,0.15920424461364746,0.5458282828330994,-0.7655881643295288
