object,turn,question,answer,eig,H_prior,H_post,kl,wasserstein,tv,cosine,euclidean,directional,gini_drop,margin_gain,rr_change,ndcg_gain,hybrid,js_divergence,semantic_shift,entropy_constrained_margin,surprisal_adj_belief_shift,fisher_info,normalized_kl,normalized_margin,calibrated_eig,log_odds_gain,entropy_weighted_conf_gain,cross_entropy_reduction,kl_to_truth_reduction,delta_surprisal,sem_info_cosine,sem_info_euclidean,sem_info_dot
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,"Are you interested in reading online articles about entertainment, such as movies, music, or celebrities?",No.,0.408447265625,0.6025390625,0.194091796875,0.14501953125,0.2001953125,0.10748291015625,0.00244140625,0.12261962890625,,0.190673828125,0.14306640625,,,0.25250244140625,,0.9977474212646484,0.23743921810149496,-0.024013608694076538,4.3203125,0.2406807091335973,0.23743921810149496,0.6778768120883978,-0.341796875,-0.0037971287965774536,-0.333984375,-0.333984375,-0.333984375,0.3006768226623535,0.7705633640289307,-0.6903083324432373
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"Are you interested in reading online articles about science, technology, or innovation?",No.,0.3570556640625,0.6025390625,0.2454833984375,0.140869140625,0.2005615234375,0.099853515625,0.00244140625,0.11065673828125,,0.16558837890625,0.11767578125,,,0.24072265625,,0.9981100559234619,0.1952998346841648,0.021687835454940796,4.34765625,0.23379254069037986,0.1952998346841648,0.5925850793062054,0.234375,0.0034293681383132935,0.228515625,0.228515625,0.228515625,0.29395341873168945,0.7604871392250061,-0.6942213773727417
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"Are you interested in reading online articles about history, culture, or current events?",No.,0.324462890625,0.6025390625,0.278076171875,0.10211181640625,0.185791015625,0.0921630859375,0.001953125,0.10247802734375,,0.15313720703125,0.11181640625,,,0.19427490234375,,0.9983678460121155,0.18557536158785784,0.017734020948410034,5.5859375,0.16946920302209945,0.18557536158785784,0.538492697707998,0.1953125,0.002804175019264221,0.19140625,0.19140625,0.19140625,0.29285550117492676,0.7580400705337524,-0.6932966709136963
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"Are you interested in reading online articles about sports, fitness, or outdoor activities?",Yes.,0.171142578125,0.6025390625,0.431396484375,0.11810302734375,0.236572265625,0.0933837890625,0.00439453125,0.087158203125,,0.0626220703125,0.005859375,,,0.21148681640625,,0.9985849261283875,0.009724473096306962,0.22211134433746338,2.8203125,0.19600891084743718,0.009724473096306962,0.2840356516879658,1.349609375,0.035121142864227295,1.291015625,1.291015625,1.291015625,0.2649043798446655,0.7163679003715515,-0.7104707956314087
":
Education: Masters in Finance
Occupation: Financial Analyst at an international bank
Hobbies: Playing football, weekend hiking and camping trips, and cooking different cuisines.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"Are you interested in reading online articles about food, cooking, or travel?","Yes, cooking.",-0.32470703125,0.6025390625,0.92724609375,0.759765625,1.0673828125,0.56884765625,0.46044921875,0.7568359375,,-0.273681640625,-0.55712890625,,,1.32861328125,,0.8806129693984985,-0.9246353169071869,0.06390061974525452,2.25390625,1.2609400114878027,-0.9246353169071869,-0.5388978840870108,0.580078125,0.0101042240858078,0.564453125,0.564453125,0.564453125,0.25824880599975586,0.6885520219802856,-0.6658192873001099
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",0,"Are you interested in reading online articles about entertainment, such as movies, music, or celebrities?",No.,0.408447265625,0.6025390625,0.194091796875,0.14501953125,0.2001953125,0.10748291015625,0.00244140625,0.12261962890625,,0.190673828125,0.14306640625,,,0.25250244140625,,0.9977474212646484,0.23743921810149496,0.01658797264099121,4.3203125,0.2406807091335973,0.23743921810149496,0.6778768120883978,1.5087890625,0.06472587585449219,0.118133544921875,0.118133544921875,0.118133544921875,0.00022971630096435547,0.024894624948501587,-0.986882209777832
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",1,"Are you interested in reading online articles about science, technology, or innovation?",No.,0.3570556640625,0.6025390625,0.2454833984375,0.140869140625,0.2005615234375,0.099853515625,0.00244140625,0.11065673828125,,0.16558837890625,0.11767578125,,,0.24072265625,,0.9981100559234619,0.1952998346841648,0.014552175998687744,4.34765625,0.23379254069037986,0.1952998346841648,0.5925850793062054,1.1787109375,0.05678224563598633,0.1043701171875,0.1043701171875,0.1043701171875,0.0004588961601257324,0.034392502158880234,-0.9828002452850342
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",2,"Are you interested in reading online articles about history, culture, or current events?",No.,0.324462890625,0.6025390625,0.278076171875,0.10211181640625,0.185791015625,0.0921630859375,0.001953125,0.10247802734375,,0.15313720703125,0.11181640625,,,0.19427490234375,,0.9983678460121155,0.18557536158785784,0.013496577739715576,5.5859375,0.16946920302209945,0.18557536158785784,0.538492697707998,1.0419921875,0.052663326263427734,0.097137451171875,0.097137451171875,0.097137451171875,0.0005627870559692383,0.03856206685304642,-0.9798654317855835
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",3,"Are you interested in reading online articles about sports, fitness, or outdoor activities?",Yes.,0.171142578125,0.6025390625,0.431396484375,0.11810302734375,0.236572265625,0.0933837890625,0.00439453125,0.087158203125,,0.0626220703125,0.005859375,,,0.21148681640625,,0.9985849261283875,0.009724473096306962,0.005428791046142578,2.8203125,0.19600891084743718,0.009724473096306962,0.2840356516879658,0.3212890625,0.021183013916015625,0.04022216796875,0.04022216796875,0.04022216796875,0.002522885799407959,0.07745229452848434,-0.9640626907348633
":
Education: Medical Doctorate
Occupation: Junior Surgeon at a regional hospital
Hobbies: Running marathons, traveling, and learning new languages.
Answer the following questions about your interests from the perspective of this person. Assume you do not have any interests other than those presented here.",4,"Are you interested in reading online articles about food, cooking, or travel?",Travel.,0.4625244140625,0.6025390625,0.1400146484375,0.33447265625,0.219482421875,0.117431640625,0.00341796875,0.1343994140625,,0.20587158203125,0.14208984375,,,0.451904296875,,0.9972349405288696,0.2358184725854438,0.017794370651245117,3.48046875,0.5551053392475224,0.2358184725854438,0.7676255950397307,1.7626953125,0.06943321228027344,0.126190185546875,0.126190185546875,0.126190185546875,0.00018101930618286133,0.020943179726600647,-0.9908861517906189
